lat,lon,ele,time,temperature,ds,dt,v,a,dh,phi,F_D,F_H,F_A,F_Antrieb
47.592837,12.136511,652.053995,2024-08-23 17:42:54.211000+00:00,29.556135221711813,12.7273868583237,1.242,10.247493444705071,-0.6321368347189897,-0.30643299999997,-0.024072011983960664,28.943690473487234,-23.61236319183218,-63.213683471898975,-57.882356190243925
47.593018,12.136639,651.517132,2024-08-23 17:42:56.132000+00:00,29.14783919657373,22.29799380751809,1.921,11.607492872211395,0.7079643037513398,-0.5368630000000394,-0.024072089299515514,37.136028645807066,-23.61243901641739,70.79643037513398,84.32002000452366
47.593458,12.136668,650.541282,2024-08-23 17:43:00.397000+00:00,29.31577754749708,48.97407422577972,4.265,11.482784109209781,-0.02924003821843234,-0.9758499999999231,-0.01992321234993076,36.34234995395988,-19.54337834891133,-2.9240038218432343,13.874967783205319
47.593908,12.136772,650.063211,2024-08-23 17:43:05.568000+00:00,29.040836032021616,50.64181816493753,5.171,9.79342838231242,-0.32669807133965595,-0.4780709999999999,-0.009439961211490799,26.435535381532357,-9.260464409285964,-32.6698071339656,-15.494736161719203
47.594436,12.136831,649.507394,2024-08-23 17:43:12.904000+00:00,28.115474114391382,58.87738360280708,7.336,8.025815649237606,-0.24095048160779917,-0.5558170000000473,-0.009439965836225814,17.75403070279771,-9.260468945948869,-24.095048160779918,-15.601486403931077
47.595283,12.137177,649.061775,2024-08-23 17:43:25.147000+00:00,28.417739866860117,97.69046159084681,12.243,7.979291153381263,-0.003800089508808498,-0.4456189999999651,-0.0045615088926820035,17.54879218993685,-4.474824705466092,-0.3800089508808498,12.69395853358991
47.595486,12.137305,649.384303,2024-08-23 17:43:28.729000+00:00,28.92468728061396,24.528464724407563,3.582,6.84770092808698,-0.31591016898221186,0.3225280000000339,0.013148373419436659,12.924334080144233,12.898182677928858,-31.591016898221184,-5.768500140148092
47.595861,12.137673,650.041784,2024-08-23 17:43:37.284000+00:00,28.068936095554022,50.00190815795153,8.555,5.844758405371308,-0.1172346607499325,0.6574809999999616,0.013148360442233954,9.415680975229327,12.898169948393424,-11.723466074993249,10.590384848629503
47.596511,12.13817,651.111056,2024-08-23 17:43:52.915000+00:00,29.036499215086195,81.31895220236474,15.631,5.202415213509356,-0.04109418411246571,1.0692719999999554,0.013148354129394307,7.459824817315837,12.898163756033032,-4.109418411246571,16.248570162102297
47.597846,12.139156,656.817631,2024-08-23 17:44:36.744000+00:00,28.559837300920933,165.83761973930677,43.829,3.783741808832206,-0.032368372645443656,5.7065750000000435,0.0343970459807283,3.9460410096712644,33.736848525212224,-3.2368372645443655,34.44605227033912
